,relation,head,tail,weight
304997,Synonym,c’_est_du_russe,c’_est_du_chinois,2.0
305070,Synonym,daiquiri/n,ti_punch,2.0
305372,Synonym,de_a_à_z/r,complètement,2.828
305373,Synonym,de_a_à_z/r,entièrement,2.828
305382,Synonym,de_fait/r,de_facto,2.0
305383,Synonym,de_fait/r,en_effet,2.0
305402,Synonym,de_nuit/r,nuitamment,2.0
305406,Synonym,de_prime_abord/r,au_premier_abord,2.0
305409,Synonym,de_rien,bienvenue,2.0
305410,Synonym,de_rien,il_n’y_a_pas_de_quoi,2.0
305486,Synonym,delco/n,distributeur,2.0
305682,Synonym,derechef/r,de_nouveau,2.0
305700,Synonym,dermite/n,dermatite,2.0
305729,Synonym,dernièrement/r,récemment,2.0
305859,Synonym,dessous_de_plat/n,sous_plat,2.0
305862,Synonym,dessous_de_table/n,pot_de_vin,2.0
305885,Synonym,destinée/n,destin,2.0
305894,Synonym,destroyer/n,contre_torpilleur,2.0
305929,Synonym,deux_chevaux/n,2_chevaux,2.0
305938,Synonym,deuxième/a,second,2.0
305968,Synonym,devenir/n,destin,2.0
306162,Synonym,diantrement/r,diablement,2.0
306196,Synonym,diazépam/n,valium,2.0
306245,Synonym,dictionnaire/n,lexique,2.0
306273,Synonym,dieu/n,divinité,2.0
306488,Synonym,diméthylcétone/n,acétone,2.0
306540,Synonym,diola/n,djola,2.0
306541,Synonym,diola/n,jola,2.0
306542,Synonym,diola/n,joola,2.0
306629,Synonym,dipôle/n,bipole,2.0
306793,Synonym,discussion/n,conversation,2.0
306794,Synonym,discussion/n,dialogue,2.0
306912,Synonym,disquette/n,disque_souple,2.0
307283,Synonym,documenteur/n,faux_documentaire,2.0
307322,Synonym,dolichocéphalie/n,dolichocrânie,2.0
307441,Synonym,dompter/v,apprivoiser,2.0
307482,Synonym,donnant_donnant/a,on_ne_donne_rien_pour_rien,2.0
307484,Synonym,donnant_donnant/n,on_ne_donne_rien_pour_rien,2.0
307561,Synonym,donner_naissance/v,accoucher,2.0
307562,Synonym,donner_naissance/v,mettre_au_monde,2.0
307582,Synonym,dorage/n,dorure,2.0
307602,Synonym,dormitif/a,somnifère,2.0
307603,Synonym,dormitif/a,soporifique,2.0
307604,Synonym,dormitif/a,sédatif,2.0
307915,Synonym,drelin,dring,2.0
307930,Synonym,drh/n,directeur_des_ressources_humaines,2.0
307933,Synonym,dring,drelin,2.0
308036,Synonym,dronte/n,dodo,2.0
308092,Synonym,drôlement/r,rudement,2.0
308107,Synonym,dualisme/n,manichéisme,2.0
308209,Synonym,durant,pendant,2.0
308241,Synonym,durex/n,capote,2.0
308242,Synonym,durex/n,manix,2.0
308243,Synonym,durex/n,préservatif,2.0
308349,Synonym,dès_que,aussitôt_que,2.0
308392,Synonym,débarrasser/v,dégager,2.0
308429,Synonym,déboiser/v,défricher,2.0
308430,Synonym,déboiser/v,essarter,2.0
308447,Synonym,débriefing/n,réunion_bilan,2.0
308490,Synonym,décaféiné/n,déca,2.0
308572,Synonym,décider/v,trancher,2.0
308705,Synonym,décorner/v,écorner,2.0
308729,Synonym,décousu/a,incohérent,2.0
308785,Synonym,décélérer/v,ralentir,2.0
309112,Synonym,délictuel/a,délictueux,2.0
309113,Synonym,délictueux/a,condamnable,2.0
309114,Synonym,délictueux/a,délictuel,2.0
309115,Synonym,délictueux/a,répréhensible,2.0
309222,Synonym,démocratique/a,républicain,2.0
309385,Synonym,dépité/a,vexé,2.0
309439,Synonym,dépotoir/n,centre_d’_enfouissement,2.0
309440,Synonym,dépotoir/n,décharge,2.0
309483,Synonym,dépêcher/v,diligenter,2.0
309484,Synonym,dépêcher/v,faire_fissa,2.0
309485,Synonym,dépêcher/v,presser,2.0
309776,Synonym,désordre/n,bazar,2.0
309777,Synonym,désordre/n,boxon,2.0
309778,Synonym,désordre/n,cirque,2.0
309779,Synonym,désordre/n,foutoir,2.0
309780,Synonym,désordre/n,pagaille,2.0
309795,Synonym,désoxyder/v,réduire,2.0
310047,Synonym,dévirginiser/v,déflorer,2.0
310069,Synonym,déçu/a,désappointé,2.0
310093,Synonym,e_mail/n,courriel,2.0
310094,Synonym,e_mail/n,courrier_électronique,2.0
310123,Synonym,eau_de_javel/n,javel,2.0
310176,Synonym,ecclésial/a,ecclésiastique,2.0
310406,Synonym,effrayer/v,horrifier,2.0
310407,Synonym,effrayer/v,terrifier,2.0
310408,Synonym,effrayer/v,terroriser,2.0
310464,Synonym,ekuaba/n,akua_ba,2.0
310591,Synonym,embauchoir/n,embouchoir,2.0
310603,Synonym,emberlificoter/v,embobiner,2.0
310631,Synonym,embouteillage/n,bouchon,2.0
310638,Synonym,embranchement/n,phylum,2.0
310666,Synonym,embrouiller/v,emberlificoter,2.0
310707,Synonym,emmerde/n,emmerdement,2.0
310764,Synonym,empire_du_milieu/n,chine,2.0
310765,Synonym,empire_du_milieu/n,céleste_empire,2.0
310895,Synonym,en_avoir_marre/v,en_avoir_assez,2.0
310896,Synonym,en_avoir_marre/v,en_avoir_plein_le_cul,2.0
310897,Synonym,en_avoir_marre/v,en_avoir_plein_le_dos,2.0
310898,Synonym,en_avoir_marre/v,en_avoir_plein_les_bottes,2.0
310899,Synonym,en_avoir_marre/v,en_avoir_ras_la_casquette,2.0
310900,Synonym,en_avoir_marre/v,en_avoir_ras_le_bol,2.0
310901,Synonym,en_avoir_plein_le_cul/v,en_avoir_marre,2.0
310902,Synonym,en_avoir_ras_le_bol/v,en_avoir_ras_la_casquette,2.0
310903,Synonym,en_avoir_sa_claque/v,en_avoir_marre,2.0
310910,Synonym,en_cas_que,au_cas_où,2.0
310976,Synonym,enceinter/v,engrosser,2.0
311075,Synonym,enculeur_de_mouches/n,pinailleur,2.0
311127,Synonym,endomètre/n,dentelle_utérine,2.0
311201,Synonym,enfanter/v,accoucher,2.0
311307,Synonym,engueulement/n,engueulade,2.0
311358,Synonym,enquiquiner/v,embêter,2.0
311359,Synonym,enquiquiner/v,emmerder,2.0
311360,Synonym,enquiquiner/v,faire_chier,2.0
311361,Synonym,enquiquiner/v,importuner,2.0
311362,Synonym,enquiquiner/v,énerver,2.0
311405,Synonym,enrouiller/v,rouiller,2.0
311419,Synonym,enseignement/n,éducation,2.0
311508,Synonym,entartement/n,entartage,2.0
311628,Synonym,entraider/v,coopérer,2.0
311700,Synonym,entreprise/n,société,2.0
311842,Synonym,envol/n,essor,2.0
311851,Synonym,envoyer_promener/v,envoyer_balader,2.0
311852,Synonym,envoyer_promener/v,envoyer_bouler,2.0
311853,Synonym,envoyer_promener/v,envoyer_chier,2.0
311854,Synonym,envoyer_promener/v,envoyer_paître,2.0
312099,Synonym,es_salamou_âlikoum,alikoum_es_salam,2.0
312112,Synonym,escalateur/n,escalier_mécanique,2.0
312146,Synonym,esche/n,appât,2.0
312147,Synonym,esche/n,leurre,2.0
312199,Synonym,esgourde/n,feuille,2.0
312200,Synonym,esgourde/n,oreille,2.0
312255,Synonym,espiogiciel/n,espiongiciel,2.0
312256,Synonym,espiogiciel/n,logiciel_espion,2.0
312274,Synonym,espoir/n,espérance,2.828
312302,Synonym,esprit_fort/n,athée,2.0
312303,Synonym,esprit_fort/n,matérialiste,2.0
312304,Synonym,esprit_fort/n,mécréant,2.0
312305,Synonym,esprit_fort/n,sceptique,2.0
312306,Synonym,esprit_frappeur/n,poltergeist,2.0
312371,Synonym,essencerie/n,station_service,2.0
312374,Synonym,essencier/n,vase_florentin,2.0
312548,Synonym,ethnonyme/n,démonyme,2.0
312549,Synonym,ethnonyme/n,gentilé,2.0
312626,Synonym,eunuque/n,castrat,2.0
312676,Synonym,eurafrasie/n,afro_eurasie,2.0
312821,Synonym,exaélectronvolt/n,exaélectron_volt,2.0
312828,Synonym,excavatrice/n,pelleteuse,2.0
312912,Synonym,excrétoire/a,excréteur,2.0
313025,Synonym,existence/n,vie,2.0
313065,Synonym,exoplanète/n,planète_extrasolaire,2.0
313166,Synonym,explosible/a,explosif,2.0
313391,Synonym,extrémaduran/a,estrémègne,2.0
313584,Synonym,faculté/n,possibilité,2.0
313650,Synonym,faim/n,appétit,2.0
313651,Synonym,faim/n,fringale,2.0
313753,Synonym,faire_chier/v,ennuyer,2.0
313754,Synonym,faire_chier/v,gonfler,2.0
313755,Synonym,faire_chier/v,importuner,2.0
313773,Synonym,faire_genre/v,faire_style,2.0
313786,Synonym,faire_la_vaisselle/v,faire_la_plonge,2.0
313829,Synonym,faisan/n,coq_faisan,2.0
313834,Synonym,faisane/n,poule_faisane,2.0
313847,Synonym,fait_maison/a,domestique,2.0
313999,Synonym,farfelu/a,bizarre,2.0
314061,Synonym,fatigué/a,las,2.0
314069,Synonym,faubert/n,vadrouille,2.0
314109,Synonym,faunique/a,faunistique,2.0
314152,Synonym,fauteuil_à_bascule/n,berceuse,2.0
314180,Synonym,faux_filet/n,contre_filet,2.0
314231,Synonym,fax/n,télécopie,2.0
314232,Synonym,fax/n,télécopieur,2.0
314234,Synonym,faxer/v,télécopier,2.828
314249,Synonym,façonnable/a,malléable,2.0
314260,Synonym,fe/n,formule_e,2.0
314303,Synonym,fellation/n,gâterie,2.0
314304,Synonym,fellation/n,pompier,2.0
314305,Synonym,fellation/n,turlute,2.0
314333,Synonym,fendard/a,drôle,2.0
314338,Synonym,fenghuang/n,phénix_chinois,2.0
314343,Synonym,fenouil_marin/n,christe_marine,2.0
314403,Synonym,ferme_ta_gueule,ta_gueule,2.0
314415,Synonym,fermentescible/a,fermentable,2.0
314600,Synonym,fez/n,tarbouche,2.0
314652,Synonym,ficher_le_camp/v,foutre_le_camp,2.0
314675,Synonym,fictif/a,imaginaire,2.0
314842,Synonym,fils/n,fiston,2.0
314850,Synonym,fils_de_pute/n,enfant_de_putain,2.0
314851,Synonym,fils_de_pute/n,enfant_de_pute,2.0
314852,Synonym,fils_de_pute/n,fils_de_putain,2.0
314961,Synonym,finlandais/n,finnois,2.0
314968,Synonym,finnois/n,finlandais,2.0
315052,Synonym,fixisme/n,créationnisme,2.0
315081,Synonym,flageller/v,fouetter,2.0
315133,Synonym,flanc_de_chien/n,plat_côté_de_chien,2.0
315134,Synonym,flanc_mou/n,fainéant,2.0
315135,Synonym,flanc_mou/n,paresseux,2.0
315136,Synonym,flanc_mou/n,tire_au_flanc,2.0
315176,Synonym,flatuosité/n,gaz,2.0
315251,Synonym,float_tube/n,flotte_tube,2.0
315257,Synonym,flop/n/wikt/fr_3,flops,2.0
315312,Synonym,flush/n,couleur,2.0
315373,Synonym,flûte_de_pan/n,syrinx,2.0
315445,Synonym,folle_blanche/n,gros_plant,2.0
315446,Synonym,folle_verte/n,gros_plant_de_nantes,2.0
315577,Synonym,fondouk/n,caravansérail,2.0
315622,Synonym,football/n,foot,2.828
315623,Synonym,football/n,soccer,2.828
315632,Synonym,footing/n,jogging,2.0
315639,Synonym,force/n,pouvoir,2.0
315640,Synonym,force/n,puissance,2.0
315641,Synonym,force/n,violence,2.0
315688,Synonym,forces_navales/n,armée_de_mer,2.0
315689,Synonym,forces_navales/n,marine_militaire,2.0
315712,Synonym,forficule/n,perce_oreille,2.0
315894,Synonym,fortuitement/r,accidentellement,2.0
315895,Synonym,fortuitement/r,par_hasard,2.0
315974,Synonym,fou_de_la_gâchette/n,malade_de_la_gâchette,2.0
315989,Synonym,fouetter/v,flageller,2.0
315994,Synonym,fougère_aigle/n,aigle_impérial,2.0
315995,Synonym,fougère_aigle/n,aquiline,2.0
315996,Synonym,fougère_aigle/n,fougère_commune,2.0
315997,Synonym,fougère_aigle/n,fougère_impériale,2.0
315998,Synonym,fougère_aigle/n,grande_fougère,2.0
315999,Synonym,fougère_aigle/n,porte_aigle,2.0
316042,Synonym,four_micro_onde/n,micro_onde,2.0
316128,Synonym,foutoir/n,bordel,2.0
316129,Synonym,foutoir/n,boxon,2.0
316203,Synonym,fragmentation/n,division,2.0
316204,Synonym,fragmentation/n,segmentation,2.0
316205,Synonym,fragmentation/n,éclatement,2.0
316285,Synonym,franchouillard/a,beauf,2.0
316286,Synonym,franchouillard/a,chauvin,2.0
316287,Synonym,franchouillard/a,franco_français,2.0
316469,Synonym,frencher/v,rouler_un_patin,2.0
316470,Synonym,frencher/v,rouler_une_pelle,2.0
316483,Synonym,freux/n,grolle,2.0
316516,Synonym,frigidaire/n,frigo,2.0
316517,Synonym,frigidaire/n,réfrigérateur,2.0
316527,Synonym,frimousse/n,binette,2.0
316663,Synonym,frousse/n,trouille,2.0
316910,Synonym,fusilier_commando/n,cocoye,2.0
316911,Synonym,fusilier_commando/n,commando_de_l_air,2.0
316937,Synonym,futsal/n,football_en_salle,2.0
316998,Synonym,félicitations,bravo,2.0
317037,Synonym,féringien/a,féroïen,2.0
317038,Synonym,féringien/n,féroïen,2.0
317044,Synonym,féroïen/a,féringien,2.0
317045,Synonym,féroïen/n,féringien,2.828
317062,Synonym,fête/n,bamboche,2.0
317063,Synonym,fête/n,sauterie,2.0
317064,Synonym,fête/n,teuf,2.0
317110,Synonym,gabarit/n,modèle,2.0
317141,Synonym,gagne_monopanglotte/n,monopanglotte,2.0
317281,Synonym,galla/n,oromo,2.0
317322,Synonym,galérer/v,ramer,2.0
317495,Synonym,gargouillement/n,gargouillis,2.0
317530,Synonym,garçonnière/n,baisodrome,2.0
317531,Synonym,garçonnière/n,pied_à_terre,2.0
317532,Synonym,garçonnière/n,studio,2.0
317563,Synonym,gastropode/n,gastéropode,2.0
317665,Synonym,gaz_à_effet_de_serre/n,ges,2.0
317696,Synonym,gazouillis/n,tweet,2.0
317698,Synonym,gazéifieur/n,gazéificateur,2.0
317702,Synonym,gaélique_irlandais/n,irlandais,2.0
317728,Synonym,gel/n,givre,2.0
317779,Synonym,gendre/n,beau_fils,2.0
318108,Synonym,gibet/n,potence,2.0
318119,Synonym,gicleur/n,sprinkleur,2.0
318139,Synonym,gigaélectronvolt/n,gigaélectron_volt,2.0
318144,Synonym,gigoteuse/n,turbulette,2.0
318185,Synonym,ginkgo/n,arbre_aux_écus,2.0
318209,Synonym,girafeau/n,girafon,2.0
318213,Synonym,girafon/n,girafeau,2.0
318387,Synonym,globetrotteur/n,baroudeur,2.0
318388,Synonym,globetrotteur/n,routard,2.0
318396,Synonym,globule_rouge/n,érythrocyte,2.0
318422,Synonym,gloriole/n,vanité,2.0
318442,Synonym,glouton/a,goinfre,2.0
318494,Synonym,glycérine/n,glycérol,2.0
318496,Synonym,glycérol/n,glycérine,2.0
318501,Synonym,glyphosate/n,n_phosphonométhyl_glycine,2.0
318543,Synonym,goal/n,gardien_de_but,2.0
318575,Synonym,goinfre/n,glouton,2.0
318680,Synonym,gonze/n,gonzier,2.0
318772,Synonym,gouine/n,lesbienne,2.0
318791,Synonym,goupil/n,renard,2.0
318815,Synonym,goutte/r,mie,2.0
318816,Synonym,goutte/r,pas,2.0
318857,Synonym,goy/n,gentil,2.0
318913,Synonym,grade/n,degré,2.0
318914,Synonym,grade/n,rang,2.0
319026,Synonym,grand_dauphin/n,dauphin_à_gros_nez,2.0
319027,Synonym,grand_dauphin/n,tursiops,2.0
319054,Synonym,grand_maman/n,bonne_maman,2.0
319071,Synonym,grand_père/n,grand_papa,2.0
319072,Synonym,grand_père/n,pépé,2.0
319092,Synonym,grande_boucle/n,tour_de_france,2.0
319202,Synonym,gratis/r,gratuitement,2.0
319260,Synonym,gravifique/a,gravitationnel,2.0
319370,Synonym,gribouiller/v,griffonner,2.0
319388,Synonym,griffonner/v,gribouiller,2.0
319439,Synonym,grippe_aviaire/n,influenza_aviaire,2.0
319488,Synonym,grommeler/v,bougonner,2.0
319517,Synonym,gros_bonnet/n,grosse_légume,2.0
319525,Synonym,gros_ventre/n,atsina,2.0
319534,Synonym,groseille_à_maquereau/n,groseille,2.0
319535,Synonym,groseille_à_maquereau/n,groseille_verte,2.0
319543,Synonym,grosse_légume/n,gros_bonnet,2.0
319544,Synonym,grosse_légume/n,gros_poisson,2.0
319746,Synonym,gsm/n,portable,2.0
319774,Synonym,guerre/n,conflit,2.0
319831,Synonym,guerrier/a,belliqueux,2.0
319848,Synonym,gueule_noire/n,mineur,2.0
319861,Synonym,guichet_automatique_bancaire/n,guichet_automatique,2.0
320035,Synonym,gynocide/n,féminicide,2.0
320132,Synonym,génuflexer/v,génuflexionner,2.0
320135,Synonym,génuflexionner/v,génuflexer,2.0
320201,Synonym,génésique/a,génétique,2.0
320328,Synonym,habileté/n,adresse,2.0
320329,Synonym,habileté/n,capacité,2.0
320405,Synonym,hacker/n,bidouilleur,2.0
320406,Synonym,hacker/n,fouineur,2.0
320508,Synonym,hallucinatoire/a,hallucinogène,2.0
320680,Synonym,haricot/n,fève,2.0
320781,Synonym,hashtag/n,mot_clic,2.0
320782,Synonym,hashtag/n,mot_dièse,2.0
320891,Synonym,haïtien/n,créole_haïtien,2.0
320900,Synonym,heaume/n,casque,2.0
320903,Synonym,hebdomadaire/n,hebdo,2.0
320928,Synonym,heiltsuk/n,bella_bella,2.0
321216,Synonym,heures_supplémentaires/n,heures_supp,2.0
321217,Synonym,heures_supplémentaires/n,surtemps,2.0
321247,Synonym,hexadécanoïque/a,palmitique,2.0
321264,Synonym,hexaèdre/n,cube,2.0
321358,Synonym,hippique/a,équin,2.0
321511,Synonym,hockey_sur_glace/n,hockey,2.0
321550,Synonym,hollande_méridionale/n,hollande_du_sud,2.0
321551,Synonym,hollande_septentrionale/n,hollande_du_nord,2.0
321552,Synonym,hollande_septentrionale/n,nord_hollande,2.0
321557,Synonym,holmesien/a,sherlockien,2.0
321559,Synonym,holocauste/n,shoah,2.0
321598,Synonym,hominoïdes/n,hominoïdés,2.0
321640,Synonym,homme_politique/n,politicien,2.0
321652,Synonym,homo_sapiens/n,homme,2.0
321700,Synonym,homérien/a,homérique,2.0
321918,Synonym,house/n,house_music,2.828
321919,Synonym,house_music/n,house,2.0
322003,Synonym,huitante/a,octante,2.0
322007,Synonym,huitantième/n,quatre_vingtième,2.0
322246,Synonym,hygroma/n,bursite,2.0
322490,Synonym,hébreu/a,hébraïque,2.0
322545,Synonym,héliotropisme/n,phototaxisme,2.0
322546,Synonym,héliotropisme/n,phototropisme,2.0
322556,Synonym,hématie/n,globule_rouge,2.0
322557,Synonym,hématie/n,érythrocyte,2.0
322649,Synonym,héritier/n,légataire,2.0
322742,Synonym,hôtel_dieu/n,hôpital,2.0
322761,Synonym,iatrogène/a,iatrogénique,2.0
322763,Synonym,iatrogénique/a,iatrogène,2.0
322777,Synonym,icelui/n,celui_ci,2.0
322997,Synonym,illettrisme/n,analphabétisme,2.0
323028,Synonym,illuminer/v,éclairer,2.0
323075,Synonym,image/n,symbole,2.0
323225,Synonym,immunodépresseur/n,immunosupresseur,2.0
323343,Synonym,implémentation/n,mise_en_œuvre,2.828
323344,Synonym,implémenter/v,mettre_en_œuvre,2.0
323381,Synonym,importuner/v,casser_les_pieds,2.0
323382,Synonym,importuner/v,embêter,2.0
323383,Synonym,importuner/v,ennuyer,2.0
323445,Synonym,impressionnant/a,épatant,2.0
323446,Synonym,impressionnant/a,époustouflant,2.0
323645,Synonym,incartade/n,frasque,2.0
323646,Synonym,incartade/n,fredaine,2.0
323865,Synonym,incus/n,enclume,2.0
323892,Synonym,indicateur/n,indic,2.0
323921,Synonym,indien/a,amérindien,2.0
324074,Synonym,indélébile/a,ineffaçable,2.0
324115,Synonym,inexorablement/r,implacablement,2.0
324140,Synonym,infarctus_du_myocarde/n,crise_cardiaque,2.0
324169,Synonym,infichu/a,incapable,2.0
324170,Synonym,infichu/a,infoutu,2.0
324186,Synonym,infiniment/r,non_finiment,2.0
324264,Synonym,infonuagique/n,informatique_en_nuage,2.0
324277,Synonym,informatique_en_nuage/n,infonuagique,2.0
324297,Synonym,infoutu/a,infichu,2.0
324312,Synonym,infusion/n,décoction,2.0
324390,Synonym,inintelligible/a,incompréhensible,2.0
324460,Synonym,innu/n,montagnais,2.0
324856,Synonym,interdire/v,défendre,2.0
324857,Synonym,interdire/v,prohiber,2.0
325203,Synonym,inutile/a,superflu,2.0
325204,Synonym,inutile/a,superfétatoire,2.0
325205,Synonym,inutile/a,vain,2.0
325251,Synonym,inverse/n,contraire,2.0
325339,Synonym,inévitablement/r,certainement,2.0
325340,Synonym,inévitablement/r,fatalement,2.0
325341,Synonym,inévitablement/r,forcément,2.0
325342,Synonym,inévitablement/r,immanquablement,2.0
325497,Synonym,irréfragablement/r,irréfutablement,2.0
325577,Synonym,isobutane/n,2_méthylpropane,2.0
325578,Synonym,isobutane/n,méthylpropane,2.0
325694,Synonym,itinérance/n,errance,2.0
325695,Synonym,itinérance/n,sans_abrisme,2.0
325734,Synonym,ixième/a,énième,2.0
325812,Synonym,jacuzzi/n,bain_à_remous,2.0
325836,Synonym,jalon/n,commencement,2.0
325837,Synonym,jalon/n,marque,2.0
325838,Synonym,jalon/n,repère,2.0
326062,Synonym,je_ne_sais_quoi/n,dieu_sait_quoi,2.0
326063,Synonym,je_ne_sais_quoi/n,on_ne_sait_quoi,2.0
326107,Synonym,jehovah/n,yhwh,2.0
326270,Synonym,jeux_olympiques/n,jo,2.0
326333,Synonym,jogging/n,footing,2.828
326450,Synonym,joie/n,allégresse,2.0
326451,Synonym,joie/n,enjouement,2.0
326452,Synonym,joie/n,entrain,2.0
326453,Synonym,joie/n,gaieté,2.0
326454,Synonym,joie/n,jovialité,2.0
326455,Synonym,joie/n,jubilation,2.0
326503,Synonym,jonglage/n,jonglerie,2.0
326508,Synonym,jonglerie/n,jonglage,2.0
326691,Synonym,journellement/r,quotidiennement,2.0
326730,Synonym,joyeux_anniversaire,bon_anniversaire,2.0
326942,Synonym,jusant/n,reflux,2.0
327267,Synonym,kieselguhr/n,terre_diatomée,2.0
327272,Synonym,kif_kif/a,kif_kif_bourricot,2.0
327273,Synonym,kif_kif_bourricot/a,kif_kif,2.0
327279,Synonym,kilocalorie/n,calorie,2.0
327297,Synonym,kiloélectronvolt/n,kiloélectron_volt,2.0
327708,Synonym,lacrosse/n,crosse,2.0
327859,Synonym,lamantin/n,vache_de_mer,2.0
327895,Synonym,lamiacées/n,labiacées,2.0
327896,Synonym,lamiacées/n,labiées,2.0
328015,Synonym,langage_machine/n,code_machine,2.0
328099,Synonym,lapereau/n,lapineau,2.0
328280,Synonym,latifundiaire/a,latifundiste,2.0
328364,Synonym,lave_auto/n,station_de_lavage,2.0
328365,Synonym,lave_linge/n,laveuse,2.0
328366,Synonym,lave_linge/n,machine_à_laver,2.0
328387,Synonym,laveuse/n,machine_à_laver,2.0
328471,Synonym,leader/n,chef,2.0
328472,Synonym,leader/n,dirigeant,2.0
328489,Synonym,lecteur_cd/n,lecteur_de_cd,2.0
328491,Synonym,lecteur_de_cd/n,lecteur_cd,2.0
328503,Synonym,led/n,del,2.0
328504,Synonym,led/n,diode_électroluminescente,2.0
328723,Synonym,lettre_de_change/n,traite,2.0
328872,Synonym,libertarianisme/n,libertarisme,2.0
328874,Synonym,libertarisme/n,libertarianisme,2.0
329070,Synonym,lieu_noir/n,colin,2.0
329094,Synonym,light/a,léger,2.0
329727,Synonym,lobby/n,groupe_de_pression,2.0
329844,Synonym,logiciel_espion/n,espiogiciel,2.0
329870,Synonym,logopède/n,logopédiste,2.0
329871,Synonym,logopède/n,orthophoniste,2.0
329872,Synonym,logopédiste/n,logopède,2.0
329873,Synonym,logopédiste/n,orthophoniste,2.0
329927,Synonym,loin/r,éloigné,2.0
329950,Synonym,lolita/n,nymphette,2.0
330076,Synonym,losange/n,rhombe,2.0
330113,Synonym,loubard/n,délinquant,2.0
330114,Synonym,loubard/n,voyou,2.0
330249,Synonym,luba/n/wikt/fr_1,baluba,2.0
330268,Synonym,lucaniste/n,cerf_voliste,2.0
330682,Synonym,lève_vitre/n,lève_glace,2.0
330692,Synonym,lécheur/n,fayot,2.0
330744,Synonym,légion_d’honneur/n,croix_d’honneur,2.0
330909,Synonym,machaon/n,grand_carotier,2.0
330910,Synonym,machaon/n,grand_porte_queue,2.0
330911,Synonym,machaon/n,papillon_des_carottes,2.0
330912,Synonym,machaon/n,queue_d_hirondelle,2.0
330942,Synonym,machine_à_laver/n,lave_linge,2.0
330943,Synonym,machine_à_laver/n,laveuse,2.0
330956,Synonym,macintosh/n,mac,2.0
331018,Synonym,madame/n,mme,2.0
331049,Synonym,mafieux/n,maffioso,2.0
331241,Synonym,maintenant/r,à_cette_heure,2.0
331242,Synonym,maintenant/r,à_présent,2.0
331283,Synonym,mairie/n,hôtel_de_ville,2.0
331290,Synonym,maison/a,domestique,2.0
331312,Synonym,maison_close/n,bordel,2.0
331313,Synonym,maison_close/n,maison_de_passe,2.0
331448,Synonym,malade_de_la_gâchette/n,fou_de_la_gâchette,2.0
331569,Synonym,malfrat/n,malfaiteur,2.0
331572,Synonym,malgré_que,bien_que,2.0
331573,Synonym,malgré_que,encore_que,2.0
331574,Synonym,malgré_que,quoique,2.0
331586,Synonym,malheureux/a,triste,2.0
331598,Synonym,maliciel/n,logiciel_malveillant,2.0
331605,Synonym,malin/a,méchant,2.0
331618,Synonym,malléus/n,marteau,2.0
331665,Synonym,malware/n,maliciel,2.0
331666,Synonym,malware/n,pourriciel,2.0
331961,Synonym,manteau/n,pardessus,2.0
332063,Synonym,maracuja/n,fruit_de_la_passion,2.0
332064,Synonym,marais/n,marécage,2.0
332284,Synonym,maringouin/n,moustique,2.828
332309,Synonym,marketing/n,mercatique,2.0
332642,Synonym,massue/n,gourdin,2.0
332665,Synonym,masturbation/n,onanisme,2.0
332707,Synonym,maternelle/n,école_maternelle,2.0
332725,Synonym,mathématiques/n,maths,2.0
332804,Synonym,matérialisme/n,antispiritualisme,2.0
332976,Synonym,maîtriser/v,asservir,2.0
332977,Synonym,maîtriser/v,brider,2.0
332978,Synonym,maîtriser/v,contenir,2.0
332979,Synonym,maîtriser/v,refouler,2.0
332983,Synonym,maïeuticien/n,sage_homme,2.0
333246,Synonym,menstruation/n,règles,2.0
333446,Synonym,mercurochrome/n,merbromine,2.0
333542,Synonym,messieurs/n,mm,2.0
333649,Synonym,mettre_au_monde/v,accoucher,2.0
333665,Synonym,meuglement/n,beuglement,2.0
333825,Synonym,micrologiciel/n,logiciel_interne,2.0
333834,Synonym,microphone/n,micro,2.0
333881,Synonym,miction/n,urination,2.0
334022,Synonym,mille_marin/n,mille_nautique,2.0
334069,Synonym,milliélectronvolt/n,milliélectron_volt,2.0
334149,Synonym,minijupe/n,jupette,2.0
334471,Synonym,modification/n,altération,2.0
334472,Synonym,modification/n,transformation,2.0
334552,Synonym,mohave/n,mojave,2.0
334554,Synonym,moi/n,mézigue,2.0
334570,Synonym,moineau/n,piaf,2.828
334581,Synonym,moins_que_rien/n,sous_merde,2.0
334582,Synonym,moins_que_rien/n,vaurien,2.0
334614,Synonym,moiter/v,moitir,2.0
334776,Synonym,mongolisme/n,syndrome_de_down,2.0
334805,Synonym,monobromométhane/n,bromure_de_méthyle,2.0
334808,Synonym,monocellulaire/a,unicellulaire,2.0
334813,Synonym,monochrome/a,monochromatique,2.0
334814,Synonym,monochrome/a,unicolore,2.0
334847,Synonym,monopanglotte/n,gagne_monopanglotte,2.0
334980,Synonym,montgolfière/n,ballon_à_air_chaud,2.0
335152,Synonym,morphing/n,morphose,2.0
335200,Synonym,mort_aux_rats/n,rodenticide,2.0
335204,Synonym,mort_vivant/n,zombi,2.0
335273,Synonym,mot_clic/n,hashtag,2.0
335274,Synonym,mot_clic/n,mot_dièse,2.0
335288,Synonym,mot_à_mot/r,mot_pour_mot,2.0
335343,Synonym,motocycle/n,motocyclette,2.0
335348,Synonym,motoneige/n,skidoo,2.0
335465,Synonym,mourir/v,casser_sa_pipe,2.828
335466,Synonym,mourir/v,clamser,2.0
335467,Synonym,mourir/v,crever,2.0
335468,Synonym,mourir/v,décéder,2.828
